pair_id,gold_label,detector_relationship,topic_similarity,outcome_divergence,significance,confidence_weight,temporal_decay,decision_type_a,decision_type_b,agent_a,agent_b,same_project,same_agent,days_apart,severity,category,scoring_method,len_a,len_b,in_recoded_subset
pair_0027,related_not_contradicting,contradiction,0.7307985255440649,0.39308578794338844,0.21228870163491337,0.7899366977233939,0.9355124815089383,error_handling,architecture,claude-code,codex-mcp-client,t,f,6.666,high,strategic,llm_v2,1536,280,f
pair_0028,related_not_contradicting,contradiction,0.7232997235458788,0.2790703231887842,0.08061496113136563,0.4000000059604645,0.9984439659536364,investigation,code_review,claude-code,reviewer,t,f,0.156,critical,factual,llm_v2,3880,1517,f
pair_0029,related_not_contradicting,contradiction,0.7471892440390064,0.29901635272532334,0.1806556497559879,0.8142481159191917,0.993045698178506,security,security,coder,claude-code,t,f,0.698,high,factual,llm_v2,1021,283,f
pair_0030,supersession,contradiction,0.7137855777949521,0.45272431029466154,0.14820889523852884,0.7493997609531331,0.6120108693838415,design,architecture,codex-mcp-client,claude-code,t,f,49.101,high,strategic,llm_v2,174,848,f
pair_0031,supersession,contradiction,0.789719357602859,0.37299473419444173,0.2384854508577947,0.8099382717547775,0.9996189583922307,documentation,code_review,doc-sync,reviewer,t,f,0.038,high,factual,llm_v2,851,1927,f
pair_0032,unrelated,contradiction,0.7447858188364823,0.3072715299224922,0.12450447399513946,0.768374920407054,0.7080404265764724,architecture,architecture,reviewer,technical-design-partner,t,f,34.525,critical,factual,llm_v2,2482,1920,f
pair_0033,related_not_contradicting,contradiction,0.7515313618476799,0.3243281876066346,0.11172592538456526,0.7877182129118703,0.5819039023477393,deployment,operations,claude-code,operator,t,f,54.145,high,strategic,llm_v2,2697,808,f
pair_0034,related_not_contradicting,contradiction,0.7330391413651537,0.35286580775511556,0.13786002550176638,0.6648307968473623,0.8016604955307253,trade_off,investigation,codex-mcp-client,claude-code,t,f,22.107,high,strategic,llm_v2,189,1463,f
pair_0035,contradiction,contradiction,0.7709361834170557,0.33086366028978376,0.21303176095041063,0.8378543761621974,0.9968006568948676,code_review,assessment,codex-reviewer,codex-mcp-client,t,f,0.320,high,factual,llm_v2,415,170,f
pair_0036,related_not_contradicting,contradiction,0.7334669934105813,0.36540523116748624,0.19202187603478507,0.7597367874909636,0.9430445658719868,architecture,architecture,claude-code,codex-mcp-client,t,f,5.864,high,strategic,llm_v2,874,184,f
pair_0037,related_not_contradicting,contradiction,0.7168551034504134,0.31028393636254503,0.17406040646465648,0.7899366977233939,0.9906426676423861,architecture,architecture,reviewer,architect,t,f,0.940,high,strategic,llm_v2,1351,2086,f
pair_0038,related_not_contradicting,contradiction,0.81259293590234,0.39964828513113615,0.2556216460889119,0.7984359823313284,0.9858402150246902,investigation,operations,investigator,operator,t,f,1.426,critical,factual,llm_v2,1516,547,f
pair_0039,related_not_contradicting,contradiction,0.80645834778944,0.37565459651673716,0.16463356297592713,0.7389181396921694,0.7354470327226454,operational,deployment,claude-code,operator,t,f,30.728,high,factual,llm_v2,872,2341,f
pair_0040,related_not_contradicting,contradiction,0.7143945986516517,0.40092045526612674,0.2063413700240029,0.7899366977233939,0.9120058886332185,design,error_handling,codex-mcp-client,claude-code,t,f,9.211,high,factual,llm_v2,199,497,f
pair_0041,related_not_contradicting,contradiction,0.7167905077616301,0.34635603302953644,0.17922141156832289,0.8197560545874273,0.8806234748038939,trade_off,architecture,codex-mcp-client,claude-code,t,f,12.713,high,strategic,llm_v2,459,540,f
pair_0042,related_not_contradicting,contradiction,0.7019161123452577,0.3492813712120203,0.15987562920357723,0.6848357189664082,0.9522154591698176,code_review,code_review,claude-code,reviewer,t,f,4.896,high,assessment,llm_v2,1819,1753,f
pair_0043,supersession,contradiction,0.7591435171047238,0.38707116144703313,0.21275578438656942,0.724568831139805,0.9992796085893333,code_review,planning,reviewer,claude-code,t,f,0.072,high,strategic,llm_v2,1982,988,f
pair_0044,contradiction,contradiction,0.7542298120461046,0.394900558067276,0.22342106828165642,0.7799999713897705,0.9616966324131452,architecture,security,coder,codex-mcp-client,t,f,3.906,high,strategic,llm_v2,748,305,f
pair_0045,related_not_contradicting,contradiction,0.7828328416590029,0.38955415562907303,0.16004336836214714,0.7899366977233939,0.6643677069407766,deployment,code_review,codex-mcp-client,codex-reviewer,t,f,40.892,high,strategic,llm_v2,372,527,f
pair_0046,supersession,contradiction,0.7089271279046334,0.3987993573253219,0.21810440914379717,0.7749838469883127,0.9954415158577089,error_handling,architecture,claude-code,codex-mcp-client,t,f,0.457,high,strategic,llm_v2,404,376,f
pair_0047,related_not_contradicting,contradiction,0.7132394106543052,0.34988845622018894,0.19544998126739307,0.7899366682959587,0.991467339835318,code_review,code_review,codex-mcp-client,staff-reviewer,t,f,0.857,high,assessment,llm_v2,659,1639,t
pair_0048,related_not_contradicting,contradiction,0.748666849816733,0.37154981431436374,0.1545677330823449,0.7937253809287361,0.7000723377586551,assessment,ci,reviewer,codex-coder,t,f,35.657,critical,factual,llm_v2,1408,631,f
pair_0049,related_not_contradicting,contradiction,0.7442427783147769,0.306356489381968,0.15006188059511,0.7823043151388297,0.8413039841405222,investigation,operations,investigator,claude-code,t,f,17.280,critical,factual,llm_v2,1678,982,f
pair_0050,supersession,contradiction,0.7803424520935229,0.39137399957103425,0.22767199344326586,0.784219353647678,0.9505935204400693,deployment,deployment,codex-mcp-client,claude-code,t,f,5.067,critical,strategic,llm_v2,841,1470,f
pair_0051,related_not_contradicting,contradiction,0.7826280108928908,0.39646724688918267,0.20507996058097924,0.8142481159191917,0.8117153528793719,implementation,investigation,coder,claude-code,t,f,20.861,high,factual,llm_v2,2018,1373,f
pair_0052,supersession,contradiction,0.7043349512800713,0.33234801616724374,0.1535712389109838,0.8148619493772736,0.8051068442500147,deployment,trade_off,claude-code,codex-mcp-client,t,f,21.678,high,strategic,llm_v2,635,175,f
pair_0053,related_not_contradicting,contradiction,0.7050063288035111,0.36021328990480306,0.20078209869660513,0.8449851760043621,0.9356709626980291,deployment,investigation,codex-mcp-client,claude-code,t,f,6.649,critical,strategic,llm_v2,208,1272,f
pair_0054,supersession,contradiction,0.7351089208956838,0.37149359407835914,0.21729950576220528,0.7997499427699993,0.9949505544919935,architecture,architecture,claude-code,codex-mcp-client,t,f,0.506,high,strategic,llm_v2,815,367,f
pair_0055,related_not_contradicting,contradiction,0.7574282005770853,0.39197134281002344,0.21791370355929537,0.758946659173919,0.9671136227000862,deployment,planning,operator,planner,t,f,3.344,critical,strategic,llm_v2,1133,672,f
pair_0056,supersession,contradiction,0.721486344118016,0.3966453446509465,0.21452925122590547,0.7499333304972747,0.9996164260854901,security,architecture,security-auditor,coder,t,f,0.038,critical,factual,llm_v2,3235,3359,f
pair_0057,related_not_contradicting,contradiction,0.7262006930835884,0.384535774664166,0.185658552610279,0.7028513183321955,0.9459280144233521,assessment,trade_off,claude-code,codex-mcp-client,t,f,5.559,high,strategic,llm_v2,330,195,f
pair_0058,related_not_contradicting,contradiction,0.7287456803813005,0.3494760638339349,0.09811908468938972,0.5585695956683199,0.6897357978846974,code_review,architecture,codex-reviewer,claude-code,t,f,37.145,high,strategic,llm_v2,610,453,f
pair_0059,supersession,contradiction,0.7668092839769082,0.32761437068197585,0.19590440125935052,0.7799999713897705,0.9997681573106895,error_handling,design,claude-code,codex-mcp-client,t,f,0.023,high,strategic,llm_v2,446,408,f
pair_0060,related_not_contradicting,contradiction,0.707184470816901,0.3557308447948203,0.16469734666942693,0.7099295820319727,0.9221829541365674,architecture,code_review,claude-code,reviewer,t,f,8.101,critical,factual,llm_v2,1774,1861,f
pair_0061,related_not_contradicting,contradiction,0.7600892659587579,0.35336801509147797,0.19947911258697962,0.7597367874909636,0.9775577767924807,architecture,architecture,claude-code,codex-mcp-client,t,f,2.270,high,strategic,llm_v2,1379,269,f
pair_0062,related_not_contradicting,contradiction,0.7056554831830933,0.3969967279366048,0.22216344963039789,0.8199999928474426,0.9671172148621471,trade_off,investigation,codex-mcp-client,investigator,t,f,3.344,high,factual,llm_v2,302,910,f
pair_0063,related_not_contradicting,supersession,0.7343905849062805,0.35043472531241393,0.2017984059247794,0.8199999928474426,0.9562460351063681,investigation,implementation,claude-code,claude-code,t,t,4.474,high,strategic,llm_v2,1121,2601,f
pair_0064,related_not_contradicting,supersession,0.711250620843366,0.4127978257281658,0.22583774496212275,0.800000011920929,0.9614937721715076,planning,code_review,claude-code,claude-code,t,t,3.927,critical,strategic,llm_v2,346,1201,f
pair_0065,related_not_contradicting,contradiction,0.7541033070977904,0.26456375697345447,0.13097822125118186,0.724568831139805,0.9060626864260091,architecture,architecture,claude-code,admin,t,f,9.865,critical,strategic,llm_v2,1688,2262,f
pair_0066,related_not_contradicting,contradiction,0.7422950774666034,0.3081707579989631,0.16680351548186662,0.7597367874909636,0.9597851722954253,architecture,architecture,claude-code,codex-mcp-client,t,f,4.105,high,strategic,llm_v2,1366,325,f
pair_0067,related_not_contradicting,contradiction,0.7188801257928922,0.35432396003400213,0.07287101703506753,0.5477225615860172,0.5223206570436367,architecture,architecture,coder,claude-code,t,f,64.947,high,strategic,llm_v2,561,475,t
pair_0068,related_not_contradicting,contradiction,0.7510724620889582,0.2984200915534668,0.08897707250737384,0.4000000059604645,0.9924490414545163,planning,architecture,cto-strategic-advisor,claude-code,t,f,0.758,critical,strategic,llm_v2,462,2133,f
pair_0069,related_not_contradicting,contradiction,0.7335195901058896,0.4582863556643251,0.26767931748947077,0.8099382717547775,0.983137475155761,code_review,code_review,coder,codex-mcp-client,t,f,1.701,high,factual,llm_v2,403,270,f
pair_0070,related_not_contradicting,contradiction,0.7592307840285293,0.28491830085634773,0.12356970533967795,0.7622335458526598,0.7494277986261945,architecture,architecture,reviewer,claude-code,t,f,28.845,high,strategic,llm_v2,2303,2460,f
pair_0071,related_not_contradicting,contradiction,0.7081637876368648,0.42247967691386534,0.17993974867327897,0.7899366977233939,0.761369161186459,code_review,operations,claude-code,operator,t,f,27.264,high,strategic,llm_v2,997,743,f
pair_0072,related_not_contradicting,contradiction,0.7020742690733182,0.3579919766778956,0.19517047780868296,0.7899366977233939,0.9830270882689325,architecture,architecture,coder,claude-code,t,f,1.712,high,strategic,llm_v2,984,853,f
pair_0073,related_not_contradicting,contradiction,0.7351354429760397,0.41319826362688516,0.22673277945028905,0.7699350432455755,0.969470002236063,architecture,architecture,codex-mcp-client,claude-code,t,f,3.101,high,strategic,llm_v2,512,1366,f
pair_0074,related_not_contradicting,contradiction,0.7714884390620795,0.2928595003317638,0.14865723031703362,0.7899366977233939,0.8329232929711969,architecture,architecture,coder,planner,t,f,18.281,high,strategic,llm_v2,858,1906,f
pair_0075,related_not_contradicting,contradiction,0.7045945720740595,0.37349227541143326,0.1626266890855078,0.7545859444094026,0.81895905953457,architecture,architecture,codex-mcp-client,claude-code,t,f,19.972,high,strategic,llm_v2,508,2190,f
pair_0076,related_not_contradicting,contradiction,0.7032802903202525,0.34789470037988557,0.17228187680249957,0.7348469374350499,0.9582226810261362,code_review,code_review,claude-code,reviewer,t,f,4.268,critical,factual,llm_v2,1131,1911,f
pair_0077,supersession,contradiction,0.7202401630904227,0.35186460344493575,0.19950205252634634,0.803118926889932,0.9801997592218185,security,security,claude-code,codex-mcp-client,t,f,2.000,critical,strategic,llm_v2,992,188,f
pair_0078,supersession,contradiction,0.7198537730819768,0.36760441890390216,0.21671337500821897,0.8190238009686848,0.999917535062457,implementation,bug_fix,codex-mcp-client,claude-code,t,f,0.008,high,factual,llm_v2,454,1284,f
pair_0079,supersession,contradiction,0.7679597040322631,0.42003032753281044,0.2579458557916902,0.7997499427699993,0.9998969774817211,architecture,trade_off,claude-code,codex-mcp-client,t,f,0.010,high,strategic,llm_v2,815,120,f
pair_0080,related_not_contradicting,contradiction,0.7209298783415196,0.3944903346224877,0.20488958217255762,0.7699350432455755,0.9356995014341917,code_review,code_review,reviewer,codex-reviewer,t,f,6.646,high,factual,llm_v2,137,456,f
pair_0081,related_not_contradicting,contradiction,0.7151699532211083,0.36505447987911543,0.1778152101522112,0.6841052561050169,0.9955865890199331,documentation,architecture,cli,coder,t,f,0.442,critical,factual,llm_v2,913,1566,f
pair_0082,supersession,contradiction,0.7375573565474127,0.3962278275253388,0.1168372962945798,0.4000000059604645,0.9994952357716493,investigation,code_review,claude-code,reviewer,t,f,0.050,high,factual,llm_v2,2342,1517,f
pair_0083,supersession,supersession,0.756224931283394,0.3598968062570018,0.19001233717951535,0.6982119893833152,0.9999205961712851,implementation,architecture,claude-code,claude-code,t,t,0.008,high,strategic,llm_v2,2395,379,f
pair_0084,related_not_contradicting,contradiction,0.7064197295780558,0.3936450081279591,0.2127985974349135,0.8390470825142771,0.91204204762795,architecture,investigation,codex-mcp-client,investigator,t,f,9.207,high,strategic,llm_v2,280,1088,f
pair_0085,related_not_contradicting,contradiction,0.7499884007221094,0.40138338976708865,0.21611841455096448,0.8397618743304525,0.8549125181573076,trade_off,investigation,operator,investigator,t,f,15.676,high,factual,llm_v2,436,441,f
pair_0086,related_not_contradicting,contradiction,0.7160161637338021,0.4668608473755155,0.25710095444467207,0.7899366977233939,0.9736460771372887,security,code_review,coder,reviewer,t,f,2.671,critical,factual,llm_v2,424,3158,f
pair_0087,related_not_contradicting,contradiction,0.703282428973543,0.35404430851520363,0.12006411243016024,0.5585695956683199,0.8632737557733969,architecture,architecture,planner,claude-code,t,f,14.702,high,factual,llm_v2,686,951,f
pair_0088,related_not_contradicting,contradiction,0.7052069357449567,0.3857347628334603,0.19117068945461874,0.7141428466101288,0.9840810331212908,trade_off,deployment,codex-mcp-client,claude-code,t,f,1.605,critical,strategic,llm_v2,189,1345,f
pair_0089,related_not_contradicting,contradiction,0.7393779531516191,0.3541453635934084,0.19431455224300334,0.784219353647678,0.9462801131568831,investigation,investigation,claude-code,investigator,t,f,5.522,high,factual,llm_v2,1121,1541,f
pair_0090,related_not_contradicting,contradiction,0.7080285669796152,0.36284886061251453,0.1989398861460991,0.7823043151388297,0.9898504730455231,investigation,investigation,claude-code,investigator,t,f,1.020,high,factual,llm_v2,278,1516,f
pair_0091,related_not_contradicting,contradiction,0.7490991323396187,0.38927641884975694,0.19480881340042294,0.7028513183321955,0.9504904264269061,investigation,investigation,claude-code,investigator,t,f,5.078,high,factual,llm_v2,668,1778,f
pair_0092,related_not_contradicting,contradiction,0.721132149328243,0.38070858649953654,0.19587882341578858,0.7300684733643238,0.9772740399235328,deployment,trade_off,claude-code,codex-mcp-client,t,f,2.299,high,factual,llm_v2,1399,174,f
pair_0093,supersession,contradiction,0.7530812646782908,0.3913207099065419,0.21511919572238347,0.7300684733643238,0.9998639146492246,code_review,security,reviewer,coder,t,f,0.014,high,factual,llm_v2,374,1091,f
pair_0094,related_not_contradicting,contradiction,0.7457717383505452,0.4271778006683842,0.2331068252972059,0.7349830073384027,0.9955500408062457,architecture,design,codex-mcp-client,codex-reviewer,t,f,0.446,critical,strategic,llm_v2,294,344,f
pair_0095,related_not_contradicting,contradiction,0.7306618316997274,0.32116378530937806,0.06719569774439495,0.5761944101355594,0.49696915889168664,architecture,architecture,reviewer,claude-code,t,f,69.923,high,strategic,llm_v2,2303,4267,f
pair_0096,related_not_contradicting,contradiction,0.7204835725422892,0.40312195449632104,0.21626809400659242,0.8249848364534654,0.9025805126967352,deployment,planning,claude-code,codex-mcp-client,t,f,10.250,high,strategic,llm_v2,601,308,f
pair_0097,related_not_contradicting,contradiction,0.7378536381994836,0.3921078010286124,0.18809912124206712,0.8190238009686848,0.7938062943622427,architecture,code_review,coder,codex-mcp-client,t,f,23.092,high,factual,llm_v2,1113,294,f
pair_0098,related_not_contradicting,contradiction,0.7464171825463048,0.3652974614991552,0.1799028863925848,0.8294576672115889,0.7954550123094632,operational_recovery,investigation,claude-code,investigator,t,f,22.884,high,strategic,llm_v2,964,2793,f
pair_0099,contradiction,contradiction,0.8548587643099481,0.36503561862396705,0.25580437863365957,0.8199999928474426,0.9996880800520527,code_review,code_review,coder,codex-reviewer,t,f,0.031,critical,factual,llm_v2,262,378,t
pair_0100,related_not_contradicting,contradiction,0.7582853794673373,0.3923884157421722,0.15055907985637357,0.7197221671271719,0.7030613326612488,planning,investigation,investigator,claude-code,t,f,35.231,high,factual,llm_v2,1680,2399,f
pair_0101,related_not_contradicting,contradiction,0.7358165710033304,0.3432961568533889,0.182823401970214,0.7300684733643238,0.9913561054219464,error_handling,deployment,codex-mcp-client,claude-code,t,f,0.868,high,factual,llm_v2,241,1522,f
pair_0102,related_not_contradicting,contradiction,0.7657835372106591,0.3125073283636498,0.17582121444929147,0.7789736853881759,0.9431532308745925,deployment,deployment,coder,codex-mcp-client,t,f,5.853,critical,strategic,llm_v2,1203,404,f
pair_0103,related_not_contradicting,contradiction,0.7917761960547763,0.2735257703700764,0.1640632904975261,0.794229173098442,0.9538166329544924,investigation,investigation,investigator,operator,t,f,4.728,high,strategic,llm_v2,1407,1244,f
pair_0104,related_not_contradicting,contradiction,0.7233113412810812,0.35151774835570426,0.18815809708737197,0.7694153731573616,0.9618105143168435,architecture,code_review,claude-code,codex-mcp-client,t,f,3.894,critical,factual,llm_v2,1277,346,f
pair_0105,unrelated,contradiction,0.7128265282623558,0.40437616120159514,0.1303867226934007,0.5513619507322352,0.8204028833506222,investigation,implementation,coder,claude-code,t,f,19.796,high,factual,llm_v2,1165,1126,f
pair_0106,related_not_contradicting,contradiction,0.7966508004854939,0.38403162936424917,0.2080535888920133,0.7300684733643238,0.9314866291323439,architecture,trade_off,claude-code,codex-mcp-client,t,f,7.097,high,strategic,llm_v2,1291,384,f
pair_0107,related_not_contradicting,contradiction,0.7018965644491001,0.32313311695211644,0.1647398407956192,0.7493997609531331,0.969238161600935,architecture,architecture,architect,coder,t,f,3.124,high,strategic,llm_v2,2490,2989,f
pair_0108,related_not_contradicting,contradiction,0.7805528534870886,0.3769954035267399,0.21694063202197283,0.758946659173919,0.9713847399718326,code_review,architecture,reviewer,coder,t,f,2.903,high,strategic,llm_v2,1008,2989,f
pair_0109,unrelated,contradiction,0.7898089433470981,0.32889387041932394,0.17679931069881696,0.7576278994954294,0.8983525018111955,architecture,architecture,coder,claude-code,t,f,10.719,critical,strategic,llm_v2,1302,1514,f
pair_0110,related_not_contradicting,contradiction,0.7584092829124774,0.3886427339840932,0.23941086301345196,0.8148619493772736,0.9967944721695443,architecture,architecture,codex-mcp-client,reviewer,t,f,0.321,critical,strategic,llm_v2,355,1266,f
pair_0111,related_not_contradicting,contradiction,0.7490095281919887,0.3810915956157692,0.21158758253086246,0.7590783705766028,0.9765328253706871,trade_off,operational_recovery,codex-mcp-client,claude-code,t,f,2.375,critical,factual,llm_v2,255,1721,f
pair_0112,supersession,contradiction,0.7267159944447493,0.3875640365555012,0.1888854590420084,0.6982119893833152,0.9605125298581723,planning,architecture,claude-code,coder,t,f,4.029,high,factual,llm_v2,1833,1385,f
pair_0113,related_not_contradicting,contradiction,0.7942052825440041,0.33623208856265463,0.22132935706096196,0.8294576672115889,0.9992470315632772,database,database,claude-code,codex-mcp-client,t,f,0.075,high,strategic,llm_v2,541,301,f
pair_0114,related_not_contradicting,contradiction,0.7619486015678062,0.30979814279483364,0.1566715286353531,0.824621142832438,0.8048799869567216,operations,assessment,claude-code,reviewer,t,f,21.706,critical,strategic,llm_v2,937,1102,f
pair_0115,related_not_contradicting,contradiction,0.7409960818802044,0.36598720495436743,0.1680154243760887,0.7899366977233939,0.7842870588213325,investigation,architecture,reviewer,coder,t,f,24.298,critical,strategic,llm_v2,340,897,f
pair_0116,related_not_contradicting,contradiction,0.7397107801970012,0.3793795082179604,0.2096970060555667,0.8349850083764209,0.8949066485862978,deployment,deployment,codex-mcp-client,claude-code,t,f,11.104,high,strategic,llm_v2,208,601,f
pair_0117,related_not_contradicting,contradiction,0.7758309325012203,0.28557626799495994,0.1313947113502875,0.7293832903654799,0.8130792364635144,architecture,architecture,codex-mcp-client,claude-code,t,f,20.693,high,strategic,llm_v2,594,893,f
pair_0118,related_not_contradicting,contradiction,0.7217298509971579,0.3841021659099527,0.1864045244608608,0.7797435485020132,0.8623493392981693,security,code_review,claude-code,reviewer,t,f,14.809,high,strategic,llm_v2,1234,870,f
pair_0119,related_not_contradicting,contradiction,0.7003305795546633,0.3816504160909062,0.14957210073195099,0.7449832260880491,0.7511648697525077,architecture,code_review,claude-code,codex-mcp-client,t,f,28.613,high,strategic,llm_v2,2268,368,f
pair_0120,related_not_contradicting,contradiction,0.7078384707126852,0.3792508717428824,0.1613656373802411,0.7400000095367432,0.8123039816837945,trade_off,deployment,codex-mcp-client,coder,t,f,20.788,high,strategic,llm_v2,299,1203,f
pair_0121,related_not_contradicting,contradiction,0.8109922001499341,0.37501602968965564,0.22336517295890324,0.7348469374350499,0.9994292634068951,architecture,architecture,claude-code,technical-design-partner,t,f,0.057,high,strategic,llm_v2,2325,1740,f
pair_0122,related_not_contradicting,contradiction,0.7910670348155117,0.3980088545771746,0.20743417557051538,0.8148619493772736,0.8085190368930335,deployment,operations,operator,agent-one,t,f,21.255,high,strategic,llm_v2,1683,437,f
pair_0123,related_not_contradicting,contradiction,0.7083336730494151,0.38709193609043946,0.1898000079752958,0.7499333304972747,0.9230422029861448,planning,planning,investigator,claude-code,t,f,8.008,high,strategic,llm_v2,1680,1282,f
pair_0124,related_not_contradicting,contradiction,0.7218079486832404,0.33804487822326146,0.19277896829075838,0.800000011920929,0.9875830732449287,deployment,architecture,operator,claude-code,t,f,1.249,high,strategic,llm_v2,1133,540,f
pair_0125,related_not_contradicting,contradiction,0.740672641428374,0.3785080268016324,0.13311405356289902,0.8399404774166062,0.5652935119320204,deployment,investigation,claude-code,investigator,t,f,57.041,critical,factual,llm_v2,997,462,f
